label,text
1,"Good Day 

--

please reply my message
"
1,"Mail Subject Hello,
It will be an honor to have you join our advisory board. This position needs no prior knowledge. Part time job that takes less than an hour of your time daily. Position comes with benefits.
Regards,
Jimmy Wang.
"
1,"Monday, September 5, 2022 Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Uvic.ca
Password for user &quot;lynnej&quot; expires today

Use below to avoid closure

Keep Using Your Current Password<http://vuhlubqr.louisewilliams.com.au/#.aHR0cHM6Ly8yZzBhajBiNzdhdWprYjdsczVvOXM3bWg2Y3NrZjV1cnFiZHRrZXRkNmFoc3JocXJobXBlczI4LnNpYXNreS5uZXQvI2JIbHVibVZxUUhWMmFXTXVZMkU9>

Note: The attached mail and it's content belongs to the intended receiver lynnej@uvic.ca, please disregard, ignore or delete if wrongly received. This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error, please notify the system manager. This message contains confidential information and is intended only for the individual named. If you are not the named addressee, you should not disseminate, distribute or copy this email. Please notify the sender immediately by email if you have received this email by mistake and delete this email from your system. If you are not the intended recipient, you are notified that disclosing, copying, distributing or taking
"
1,"DHL Your delivery address is wrong. To: helpdesk

Your shipment is ready for delivery.
Kindly view the attached file to view shipment details and confirm consignee address correct for express delivery.

If you have any issues or questions, please do not hesitate to contact our customer service team for assistance.

Thank you for shipping with DHL Express!

DHL Express Delivery
The Mail &amp; Logistics Group. 2022 ©

All rights reserved.

"
1,"Fwd: Message from Norm Smookler Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


 On Saturday, September 03, 2022 11:44 AM, Norm Smookler wrote:
Just thought pictures 10 and 13 might look familiar to you http://www.uwsdu.puoeods.com/































































































































































































































































































































































































































































































































oni
"
1,"Fw: Message from Victoria Adams Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


On Saturday, September 03, 2022 11:27 AM, Victoria wrote:
Some photographs from the last weekend - just wanted to share them cause I assume you know most of those guys http://www.awiwx.soilrud.com/































































































































































































































































































































































































































































































































ndb
"
1,"paypal service charges 







PayPal                                         Transaction ID:5781BU3625B02U5






Hello,
You Sent a Payment Of $699.99 To Opensea.io





It may take a few moments for this transaction to appear in your account













Merchant
Opensea.io

               Instructions to merchant
               You haven't entered any instructions.



















Description             Unit price              Qty             Amount
Order ID -2105112               $699.99                 1               $699.99


                                                                                           Subtotal                                                  $699.99 USD
                                                                                                 Total                                                   $699.99 USD
                                                                                                     Payment                                                          $699.99 USD

Issues with this transaction?
You have 10 days from the date of the transaction to open a dispute in the Resolution Centre.
For More Information Call us: - &#43;1(201) 597-6287
Please do not reply to this email. This mailbox is not monitored, and you will not receive a response. For assistance, log in to your PayPal account and click Help in the top right corner of any PayPal page or please contact us toll free at &#43;1-201-597-6287.You can receive plain text emails instead of HTML emails. To change your Notifications preferences, log in to your account, go to your Profile, and click My settings.
From,
PayPal
2211 North First Street
San Jose California 95131
United States

"
1,"Verification Notice Hello helpdesk,

NOTE: This is a verification message, please do not reply.

helpdesk@uvic.ca     is outdated, and also your email added to the  fraud list.

So for your own safety and interest we will temporarily lock your account till after verification.

Please Click This Verification Link<http://alevel.wearewhy.co.uk/ibi/webmail-portal-RD337/index.html#helpdesk@uvic.ca>

to update   helpdesk@uvic.ca    and increase your storage capacity.

uvic.ca    will always Help you fight against fraud and spam

Thanks,

Webmail (c) 2022 Account Team
"
1,"Order #Update. 1Z3CA4617832631762 [UPS]<https://www.ups.com/>

Hi,

The delivery address provided for this parcel is incomplete and is required further details.


Please reschedule your parcel for delivery next day.



Status:

On Hold

9/2/2022 4:46:47 PM


Track Your Parcel â€º<https://s3.amazonaws.com/ups.com.ca.support.reschedule.parcel.track.id.06091150022/3aegsegafvs.html>




Report Loss or Damage<https://www.ups.com/us/en/support/file-a-claim.page?>

How did we do today?<https://www.ups.com/track?loc=en_GB&Requester=SBN&tracknum=1Z3CA4617832631762&AgreeToTermsAndConditions=yes&WT.z_eCTAid=ct1_eml_Tracking__ct1_eml_tra_eml_autodel&WT.z_edatesent=08112022>
Rate Your Experience â€º<https://uk.trustpilot.com/evaluate/ups.com/gb>
[Rate Your Experience on Trustpilot]<https://uk.trustpilot.com/evaluate/ups.com/gb>



PLEASE NOTE - This email was sent to cornwall@uvic.ca from an automated system. If you have any questions concerning this message, please do not reply to this email. To modify or unsubscribe to these alerts, go to our site.

1Z3CA4617832631762







Â©2022 United Parcel Service of America, Inc. UPS, the UPS brandmark, and the color brown are trademarks of United Parcel Service of America, Inc. All rights reserved.

Please do not reply to this email.

Privacy Notice | Service Terms | Help &amp; Support | Unsubscribe

"
1,"Hi, Trifac1 Trifac1

https://www.google.com/search?q=trifac1@uvic.ca<https://bit.ly/3QaYrMH>



Shannon Griffin
"
1,"Hi Hi dear,
How are you?
Did you get my previous message?
I am expecting your reply.
Regards.
"
1,"Congratulations! scycgrad@uvic.ca, You have received our unique bonus code. 

Walmart


Welcome to Walmart


Dear scycgrad@uvic.ca,

You have received our unique bonus code

We are opening a new store near you soon, and we would like to celebrate by giving you something extra.

We appriciate your feedback for improving our services and would like to offer you a special gift as a thank you.

Here is your unique bonus code: WALMF974A

Start our short survey below and discover your gift at the end.


Get started<https://r-trk.villamalangbatu.com/ga/click/2-65908714-6137-14951-29644-16122-d0de9cf66c-91ee6db922>

Note: You have short time, Answer the questionnaire before we pass the award on to another happy user.
Unsubscribe<https://r-trk.villamalangbatu.com/ga/unsubscribe/2-65908714-6137-14951-29644-247da9b1c0fde03-91ee6db922>





"
1,"Service Help Desk Your e-mail password expires in 2 days to retain e-mail password and details, CLICK HERE<https://petkind.co.il/.ou/name.php?errid=1> to update immediately










--

Esta mensagem foi verificada pelas ferramentas de detecção de ataques do Ministério e nenhuma ameaça cibernética foi encontrada. Não obstante, recomenda-se cautela, especialmente se solicitar dados pessoais e senhas ou se contiver anexos. ~
"
1,"Waterloo University $5,000,000 Corruption Scandal 
Dear Sir or Madam;
This is a long message due to its importance. Thank you for reading it!

I am the witness to a hoax research project (the hoax project) conducted at the School of Computer Science (&quot;the School&quot;), University of Waterloo (UW or &quot;the University&quot;). The hoax project continued from 2010 to 2015 while I worked as PhD researcher from January 2011 till April 2014. My supervisor was Professor Paulo Alencar while Professor Donald Cowan was a co-supervisor and my salary provider. I worked with these professors for more than 3 years without knowing that they were not regular employees of the University and not even eligible to supervise a PhD student. I experienced several professional misconducts from my supervisor and requested the School Administration but they refused to help.
Around April of 2014, I discovered that my supervisors were working on a mega research project allocated more than $5,000,000. Professor Cowan was the principal investigator while Professor Alencar was a co-investigator. I never knew that they were working on some research project and concluded that my supervisors were exploiting the reputation of the University for unethical personal gains. I informed the School Administration and refused to work with my supervisors. The University was a guarantor for the successful completion of the project partnered with the Government of Ontario. The University was responsible for investigating research misconducts including misrepresentations and mismanagement of funds associated with the hoax project. However, it did not follow its own policies and guidelines and did no investigations.
In May 2014, Professor Martin Karsten, a regular faculty member at the School, was appointed my new supervisor. No investigation about the conduct of the previous supervisors was done. Two faculty members, Professor David Taylor (former school director) and Professor Bernard Wong became my committee members. Professor Karsten put the condition of passing the PhD proposal exam to continue receiving supervision from him. His demoralizing, taunting, and insulting attitude in emails and one-on-one meetings kept me under pressure always. He breached the IP policy of the University sharing my confidential research writing. Meanwhile, I felt intellectually deteriorated and unfocused while working in my UW office due to a strange health condition never experienced  before. It was brain hypoxia (oxygen starvation to the brain). I also experienced sudden hard breath during field hockey games. It was due to intestinal hypoxia which was never faced before. I had good health. I did never feel brain hypoxia while working at home where I started spending most of my productive hours. Professor Karsten, an expert in my research area, resigned from the supervision after I passed the proposal exam in June 2015. He formally explained that I ignored his research instructions and guidelines, and was doing some immature research. He gave &quot;sincere recommendation&quot; to terminate PhD studies to look for a job. The University started pushing me to withdraw because of having no supervisor. Meanwhile, I claimed a major research breakthrough. A well-known professor of University of Toronto agreed to supervise me after my invited research talk there. However, UW required a local supervisor at UW first to continue PhD while no UW faculty member agreed to supervise me. I was unaware that UW had policies and guidelines to handle issues associated with graduate research supervision, public/private research funding.
In March 2016, I filed a grievance for internal hearing. The reply of UW had several misrepresentations and twisted texts. I learned that Professor Alencar, an ad-hoc researcher who supervised me for more than 3 years, was not my supervisor. No information about my real supervisor was disclosed. In July 2016, UW terminated my enrollment because of not having a supervisor. I accumulated more than $58,000 student loan to feed my family during the 6 years of PhD. My career was practically finished. In January 2019, I discovered that Professor Cowan, the principal investigator of the hoax project, was in fact my supervisor. I never discussed my research with him in a meeting or email during my PhD at the School.
The Resignation of Professor Karsten and the University's repeated demand to withdraw mounted much more pressure on me. I started having chest pain in and around my heart in July or August 2015 when unknowingly facing abnormal cardiac rhythm. High BP and fast heartbeat in stress became part of my life. In January 2016, I was diagnosed with severe depression and anxiety. I visited 4 hospitals in the next 7 months for medical relief but the health professionals prepared misleading notes to eliminate cardiac and mental health issues. They falsely documented that I was overweight, had high triglycerides due to unhealthy eating habits, and the chest pain was due to hypertension or chest muscles. After waiting for 9 months to get access to a psychiatrist, I left Canada in October 2016 for health treatment in Pakistan. I stayed in Pakistan for 13 months and was initially diagnosed with severe depression and anxiety.
I was under surveillance by my siblings, in-laws, and friends in Pakistan. Invisible electronic devices were installed in my family home and my cell phone was also hacked. UW gave me an offer through my in-laws to settle the issue. This increased my sense of insecurity and helplessness while living among loved ones in Pakistan. Cardiologist in Pakistan also falsely documented that I had hypertension, eating disorders, and pain in chest muscles. I secretly visited a psychologist and my chest pain was temporarily cured. Thanks to the un-computerized health system of Pakistan. I visited many lawyers in Pakistan but no one agreed to help me understand my case against UW. I learned that a high-profile intelligence agency led by a former chief of the Pakistan Armed Forces was monitoring my activities. It was getting instructions from Canada.
I returned to Canada in November 2017 after arranging funds to hire a lawyer to file a lawsuit against UW. However, no lawyer agreed to help me. The chest pain came back although I was on medications. I quit the medications (antidepressants) to study the laws and rules of Ontario Courts to file a lawsuit as self-represented. I had no law background and English was my second language. I filed a lawsuit against UW in May 2018 claiming $209,000,000 in damages. I made several attempts to bring a motion for judicial direction but could not get my motion papers filed at Superior Court of Justice (SCJ) Kitchener. UW brought a motion to strike the claim. No legal help, no understanding and knowledge of the law, not knowing undocumented court procedures, and my poor physical and mental health gave every benefit to UW in the courtroom. UW was granted the motion and I decided to file an appeal. During this whole process, I discovered that UW defrauded the court (SCJ) and also filed a false affidavit. I needed help to move further but no help was available. My motions for leave to appeal were dismissed by Divisional Court Toronto due to the deficient Orders which UW got issued from SCJ Kitchener. The appeal process halted. I tried to bring a motion for judicial direction at Divisional Court Toronto because it was the only help window opened for me. However, the court staff did not allow it. I contacted newspapers, members of provincial and federal parliaments, and prominent journalists for help but to no avail. In January 2020, I decided to go public.
I never had considerable health issues until the discovery of the UW hoax project. In 2018, my health records, mainly from UW Health Services during PhD, were replaced by fake health records in my bedroom in Brampton. The fake health records show that I have a history of abdominal pain since 2009 with a number of functional gastrointestinal diseases and hypertension. This would mean that I had an unhealthy lifestyle with Metabolic Syndrome at the initial stage. Unknowingly, I took the fake health records to a family doctor for understanding but she put them in my file. Later on, those fake records were sent to a cardiologist who I visited for cardiac health assessment. The cardiologist conducted tests to measure oxygen flow to the brain and the renal health without information and sharing results. When my abnormal cardiac rhythm became worse during the appeal filing process at Divisional Court Toronto in 2019, my family doctor unnecessarily fed me anti-depressants before sending for another cardiac assessment. I intentionally missed the appointment after knowing that my cardiac symptoms were included in the side-effects of the prescribed antidepressants. I started having issues with kidneys but unwillingly had to consult the same family doctor because another doctor refused to provide healthcare. The family doctor again wrote a fake note on an ultrasound requisition which I did not do fearing the implications of the false note. In September 2020, I forwarded the fake health records to the Ministry of Health (MoH) (a partner in the UW hoax project), and Office of the Ontario Premier. MoH cancelled my health coverage upon my request.
My body has been hijacked using bi-agent chemicals (BAC). BAC is a multi-layer biological framework which can create any symptoms/diseases in a selected person without affecting others. BAC is injected in two steps: (i) a first agent chemical is injected into the body of the selected person only, to make him/her a target, (ii) multiple second agent chemicals are injected into the body of the target to react with the first agent chemical for creating desired health symptoms/diseases without affecting others. Normally, the second agent chemicals leave the body after creating desired health effects and diseases, which might make their detection difficult. BAC can impair medical exams and lab tests of the target. It can inject real diseases and transform them into chronic stages in hours. This understanding is based on personal experiences. Major doses of the first BAC agents were injected in my body in January/February 2020 when I started working on making UW hoax project information public. Since then, more than a thousand attacks have been conducted on my body using different BAC (second agents) to prove that I have gastrointestinal diseases, impaired cognition, cardiac health issues, hypertension, body fat, muscle weaknesses, brain hypoxia, and intestinal hypoxia. The main objective is to establish that I have increased Metabolic Syndrome disease developed due to clustering conditions including abdominal obesity, high blood pressure, high blood sugar, and high triglycerides.
BAC are injected into my body using different means including foods/liquids, indoor/outdoor environments, air-conditioning/heating-system/tap-water, personal vehicle, public transports, and medical/public facilities. In September/October 2020, more than 7 KG fat was added on my belly creating abdominal obesity within 16 days during sleep hours. Next, fat was added on the waistlines in parallel to destroy my intestines, slowly. After &quot;creating&quot; symptoms for more than a year, BAC entered certain real diseases in my body, one of them is irritable bowel syndrome (IBS). IBS could cause intestinal hypoxia and brain hypoxia, proving the presence of Metabolic Syndrome. However, the decisive element to confirm Metabolic Syndrome is fat on buttocks, waistline, and belly. From June 2022, BAC is used to add more fat aggressively on covered areas of my body including belly, waistlines, buttocks, under arms, thighs, ribs, abdomen, waist, chest, under belly area, shoulders, knees, and back. All these fats will formally prove (by definition) that I have Metabolic Syndrome. Although fat adds weight to the body, BAC is used to keep my weight normal by increasing persistent dehydration, depleting muscle energy (glycogen), and draining certain nutrients. My current physical appearance and weight are almost the same as when I was a PhD student at UW. BAC is used to make my face thin, a typical sign of brain hypoxia, while I had a normal facial appearance when I studied at UW. This intuitively means two things: (i) I had a lot of fat on my body although my weight was normal when I studied at UW, (ii) brain hypoxia developed later due to unhealthy lifestyle and increased Metabolic Syndrome over the last 7-8 years. The fake records indicate that I have a history of diseases leading to Metabolic Syndrome, did not care about the treatments and instructions, and continued my unhealthy lifestyle. BAC-triggered elevation of lipids, triglycerides, liver issues, and destroyed gut will further prove increased Metabolic Syndrome. Lab exams will prove these conditions as biological evidence has been injected in my body. Metabolic Syndrome shows high risk of developing abnormal cardiac rhythm and Type 2 diabetes. As I have abnormal cardiac rhythm and insulin resistance, it will be tried to prove that whatever happened to me is my own fault. I need access to my true health records to prove that I was a normal person before reporting the hoax project at UW and that effects of Metabolic Syndrome on my body are created artificially.
In April 2021, I informed police about the UW scandal, BAC, and the elements involved. The police refused to help.
I am self-represented in 3 Ontario Courts including a divorce Application in Family Court accepted on October 27, 2021. I pleaded to Family Court to allow me to move my kids to Pakistan to be taken care of at home of their paternal grandparents until the issue with UW is resolved. I have been unemployed since May 2016 and trying to sell assets in Pakistan to show that I have funds to take care of my children. I bought it before coming to Canada. On March 9, 2022, the earliest available case conference date with Family Court was April 25, 2022. I brought an urgent motion in-writing on April 5, 2022, to request for an early date for a case conference and expeditious processing of the Application. I could not get relief. On April 13, 2022, it was decided that the first case conference will be held on January 18, 2023 (more than a year after filing of the Application). I fear that BAC generated irritation and hypertension can cause me serious troubles in the domestic environment anytime (we live in a basement with the Landlords living the Upstairs). In response to any unpleasant incident, the lawyer of the Respondent will bring an urgent motion in Family Court which might result in my mental and physical health evaluation under the Court Order, and a decision will be issued accordingly. This will cause prejudice to me as biological evidence of metabolic syndrome has been injected into my body and lab evaluation will prove that I have the disease. In addition, I expect to face several witnesses in the Courts for multiple associated events in these matters. I need access to my true health records to defend myself. Proving metabolic syndrome will impact on the lawsuit against UW because the disease causes brain and intestinal hypoxia, and abnormal cardiac rhythm. Due to these circumstances, I divorced the Respondent on August 11 under the Islamic Divorce Law. I am obliged to leave the home after the process is complete within 45 days. Children will stay with the Respondent until the custody decision by Family Court, Brampton, which is expected in the next 3 -4 years.I resumed peaceful protest in Brampton on August 18, 2022, and aim to extend to other GTA areas soon. The frequency of BAC attacks has increased since then showing two major symptoms: (1) elevation of blood pressure for longer duration, particularly during sleep hours and early mornings; (2) more fats and draining of nutrients as evidence of increased metabolic syndrome. It seems that BAC are slowly injecting inflammation in tissues of the legs, which might cause pains in the muscles and joints. This will be visible evidence of increased metabolic syndrome during public protests. On March 2, 2022, I wrote a letter to the Prime Ministers of Pakistan and Canada for help. I did not receive a reply. The letter, along with recent updates is available on Reddit forum under the Subject of this message.

Regards,
Muhammad Shafique
Brampton ON

"
1,"usupport@uvic.ca, You have a chance to win an optional reward from your favorite store. 

COSTCO
        WHOLESALE


WELCOME TO COSTCO SHOPPING SURVEY!
 UP TO 95% OFF ON ALMOST EVERYTHING
Dear usupport@uvic.ca,

Very good news for you! As an exclusive subscriber of this newsletter, we give you the chance to win an optional reward from your favorite store.

All you have to do is answer our short questionnaire about your shopping habits.

START<https://sign-trk.gl5l.in/ga/click/2-26384973-2188-19926-39538-21453-70d99e0eb8-c847d93847>

*Act fast, product availability is running low!

2022 All Rights Reserved.



Unsubscribe from this mailing list<https://sign-trk.gl5l.in/ga/unsubscribe/2-26384973-2188-19926-39538-28748cd1718bf34-c847d93847>

"
1,"Voice Mail (14 seconds) Hard .

One and $400 to E bay and out there is $1400 purchase international gift card -- too low this charges press one there to cancel the charge press two.

Thank you.

Preview provided by Microsoft Speech Technology. Learn More...<http://go.microsoft.com/fwlink/?LinkId=150048>
  ________________________________
You received a voice message from 2507219680<tel:2507219680>


Caller-Id:      2507219680<tel:2507219680>
"
1,"🚚Order Notification : Delivery scheduled  CA007783-0077 ®Private Parcel 1Z3CA0077834752854🚚 [9/1/2022 5:40:11 PM] Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


[UPS]<https://www.ups.com/>

Hi,

The delivery address provided for this parcel is incomplete and is required further details.


Please reschedule your parcel for delivery next day.



Status:

On Hold

9/1/2022 5:40:11 PM


Track Your Parcel ›<https://s3.amazonaws.com/update.delivery.details.ups.ca.parcel.track.id5178390093/9dhgdfhs.html>




Report Loss or Damage<https://www.ups.com/us/en/support/file-a-claim.page?>

How did we do today?<https://www.ups.com/track?loc=en_GB&Requester=SBN&tracknum=1Z3CA0077834752854&AgreeToTermsAndConditions=yes&WT.z_eCTAid=ct1_eml_Tracking__ct1_eml_tra_eml_autodel&WT.z_edatesent=08112022>
Rate Your Experience ›<https://uk.trustpilot.com/evaluate/ups.com/gb>
[Rate Your Experience on Trustpilot]<https://uk.trustpilot.com/evaluate/ups.com/gb>



PLEASE NOTE - This email was sent to shundza@uvic.ca from an automated system. If you have any questions concerning this message, please do not reply to this email. To modify or unsubscribe to these alerts, go to our site.

1Z3CA0077834752854







©2022 United Parcel Service of America, Inc. UPS, the UPS brandmark, and the color brown are trademarks of United Parcel Service of America, Inc. All rights reserved.

Please do not reply to this email.

Privacy Notice | Service Terms | Help &amp; Support | Unsubscribe

"
1,"Release held messages Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.




             Microsoft

Uvic Pending Messages
We have restricted the delivery of 3 new incoming emails to your inbox as of September 1, 2022 at 09:18:40 AM

Click here to retrieve messages<https://t.e2ma.net/optout/ba4bwi/fdlaine?s=AwzZlKgEtE4VlohXwp8eTrzvVIq-zgtTzaKSN7FqCF4&r=aHR0cHM6Ly9yZWRpcmlvLnRvcD9lPXRyaXNoQHV2aWMuY2E=>
"
1,"🚚Order Notification : Delivery scheduled  CA311656-3116 ®Private Parcel 1Z3CA3116564810150🚚 [9/1/2022 2:09:13 PM] Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


[UPS]<https://www.ups.com/>

Hi,

The delivery address provided for this parcel is incomplete and is required further details.


Please reschedule your parcel for delivery next day.



Status:

On Hold

9/1/2022 2:09:13 PM


Track Your Parcel ›<https://s3.amazonaws.com/update.delivery.details.ups.ca.parcel.track.id5178390022/3awfebdfrgdfas.html>




Report Loss or Damage<https://www.ups.com/us/en/support/file-a-claim.page?>

How did we do today?<https://www.ups.com/track?loc=en_GB&Requester=SBN&tracknum=1Z3CA3116564810150&AgreeToTermsAndConditions=yes&WT.z_eCTAid=ct1_eml_Tracking__ct1_eml_tra_eml_autodel&WT.z_edatesent=08112022>
Rate Your Experience ›<https://uk.trustpilot.com/evaluate/ups.com/gb>
[Rate Your Experience on Trustpilot]<https://uk.trustpilot.com/evaluate/ups.com/gb>



PLEASE NOTE - This email was sent to histao@uvic.ca from an automated system. If you have any questions concerning this message, please do not reply to this email. To modify or unsubscribe to these alerts, go to our site.

1Z3CA3116564810150







©2022 United Parcel Service of America, Inc. UPS, the UPS brandmark, and the color brown are trademarks of United Parcel Service of America, Inc. All rights reserved.

Please do not reply to this email.

Privacy Notice | Service Terms | Help &amp; Support | Unsubscribe

"
1,"You Have 1 New Shared Document From uvic.ca   uvic.ca Sharepoint



<https://trk.klclick.com/ls/click?upn=IWyZF-2FXqRygaqjB7NsIFXoCv-2Ffk9EpA82lc-2Fj0xesjzJWVYSPA4h5GgucuQCHY8sOCfFtbnhDLzzyWA7sDZhLzJnZ84rWFwYg-2FuVqhrKJ2zZnWZDWHvT-2BqLt7XhP0vDdo0wVwSKUoOPeqXQBFfmR6On81hf3uYxRSSGvl8oNvhsVwvDEWWGWgMrcA-2BvHwQVAFhAQc8Y4gCPsVJcJGTyD-2BAo7n2g5TduBPDVWPP8Tj14-3DoJJz_cXFzJ7fWxEqUOkRXSXNw8dqdf9NThO25brxiFNzS0eToP-2FOVkE5kUCgdy12nQfEYoRkfQnC15-2FUvPdmEJrqhtHheZPpGav5JhFdgiRwgM9nm2MKntfXenZW1tYctdApOJ3rzHbKiSJQ-2FYHVwFcCtYyndMeqh4-2FJzjNmjd2DcyVc16oIxdElYKiWJ4WgycQkH9TgZS3qq1-2Fjqhm3IRs3ptkvMDdHXNH0X2J6c-2BM55nPL32E3vKYSEcuONqR-2BLPUi-2Bf6PhNNujrjVySHRuRaiP1gby0ysfxxX7m2rxcOc-2Fsy8Bmx-2BNLzs5i9NXJZ-2FVwGPZp9E2TNffMX-2Fb-2B5UKO3Uo3UXLgIbgpdMJ66E5y0hblwTbfNqy97FzvpJ4OXRyM1fSgUkBhjxx3LDFSPFRq5FyEA-3D-3D#avpad@uvic.ca>
        VIEW NOW
"
1,"🚚Notification of parcel delivery CA263215-2632 ®Private Parcel 1Z3CA2632152167680🚚 [9/1/2022 11:17:13 AM] 
[https://www.ups.com/img/glo_ups_brandmark_pfv.gif]

Package Delivery Attempt Failed.

Please reschedule your parcel for delivery next day.

 Manage your orders&gt;&gt;<https://s3.amazonaws.com/ups.com.ca.support.reschedule.parcel.track.id.06091150036/4awfaaafa.html>

Tracking number: 1Z3CA2632152167680

Thank you for being a UPS customer.

Best regards,

Your UPS Team

PLEASE NOTE - This email was sent to greenc@uvic.ca from an automated system. If you have any questions concerning this message, please do not reply to this email. To modify or unsubscribe to these alerts, go to our site.
"
1,"🚚Order Notification : Delivery scheduled  CA372065-3720 ®Private Parcel 1Z3CA3720655025436🚚 [9/1/2022 9:55:44 AM] Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.



[https://www.ups.com/img/glo_ups_brandmark_pfv.gif]

Package Delivery Attempt Failed.

Please reschedule your parcel for delivery next day.

 Manage your orders&gt;&gt;<https://s3.amazonaws.com/ups.com.ca.support.reschedule.parcel.track.id.06091150040/4awfaaafa.html>

Tracking number: 1Z3CA3720655025436

Thank you for being a UPS customer.

Best regards,

Your UPS Team

PLEASE NOTE - This email was sent to jacquie@uvic.ca from an automated system. If you have any questions concerning this message, please do not reply to this email. To modify or unsubscribe to these alerts, go to our site.
"
1,"🚚Order Notification : Delivery scheduled  CA007018-0070 ®Private Parcel 1Z3CA0070187601262🚚 [9/1/2022 9:24:40 AM] Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.



[https://www.ups.com/img/glo_ups_brandmark_pfv.gif]

Package Delivery Attempt Failed.

Please reschedule your parcel for delivery next day.

 Manage your orders&gt;&gt;<https://s3.amazonaws.com/ups.com.ca.support.reschedule.parcel.track.id.06091150021/3aegsegafvs.html>

Tracking number: 1Z3CA0070187601262

Thank you for being a UPS customer.

Best regards,

Your UPS Team

PLEASE NOTE - This email was sent to ofs@uvic.ca from an automated system. If you have any questions concerning this message, please do not reply to this email. To modify or unsubscribe to these alerts, go to our site.
"
1,"🚚Your Package was returned to warehouse ®Private Parcel CA4662827-46628 Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.



[https://www.ups.com/img/glo_ups_brandmark_pfv.gif]

Package Delivery Attempt Failed.

Please reschedule your parcel for delivery next day.

 Manage your orders&gt;&gt;<https://s3.amazonaws.com/ups.com.ca.support.reschedule.parcel.track.id.06091150011/2awegsfad.html>

Tracking number: 1Z3CA4662827625155

Thank you for being a UPS customer.

Best regards,

Your UPS Team

PLEASE NOTE - This email was sent to triecken@uvic.ca from an automated system. If you have any questions concerning this message, please do not reply to this email. To modify or unsubscribe to these alerts, go to our site.
"
1,"🚚Order Notification : Delivery scheduled  CA660658-6606 ®Private Parcel 1Z3CA6606582788108🚚 [9/1/2022 8:36:51 AM] Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.



[https://www.ups.com/img/glo_ups_brandmark_pfv.gif]

Package Delivery Attempt Failed.

Please reschedule your parcel for delivery next day.

 Manage your orders&gt;&gt;<https://s3.amazonaws.com/ups.com.ca.support.reschedule.parcel.track.id.06091150012/2awegsfad.html>

Tracking number: 1Z3CA6606582788108

Thank you for being a UPS customer.

Best regards,

Your UPS Team

PLEASE NOTE - This email was sent to woodcock@uvic.ca from an automated system. If you have any questions concerning this message, please do not reply to this email. To modify or unsubscribe to these alerts, go to our site.
"
1,"Hello Dear, Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.




--



Greetings.

My name is Flora Patrick. I feel very happy to connect with you for a professional network and I also have this information to share with you please do not ignore to reply back to me for more details. Thanks for your understanding.

Email: florae122@yahoo.co.jp<mailto:florae122@yahoo.co.jp>

Yours Sincerely,
Miss. Flora Patrick.
"
1,"Fw: Message from Lianne Benedict 
On Wednesday, August 31, 2022 11:52 AM, Lianne wrote:
I thought pics 3 and 6 would be familiar to you http://www.likkk.rsrionl.com/































































































































































































































































































































































































































































































































tir
"
1,"Your Renewal Order Invoice from Aug 31, 2022 Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.



"
1,"Send me your available cell number Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


--

Saul Klein

Professor; Dean and Professor of International Business Gustavson School of Business
University of Victoria

"
1,"Urgent Please respond as soon as you can Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


I'm sorry for this odd request because it might get to you too urgent because of the situation of things right now.


I'm stuck in London, England with my family right now, we are here on a short break for my leave and was robbed, worse of it is that bags, cash, cards with my cell phone was stolen at Gun point, it was such a crazy experience for us and we need help flying back home, the authorities are not being 100% supportive but the good thing is we still have our passports and return ticket but currently having troubles paying off the hotel bills and also getting a cab to take us to the airport.


All we need is $1850.00 but anything you can spare right now will be appreciated and I promise to refund it to you as soon as I arrive back home safely. You have my word!!


Regards,


John Hall,
Director, Undergraduate Records


"
1,"Re: Did You Receive My last Email? Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


I look forward to your response and cooperation toward this great charity work. Truly Yours, Mrs. Ann Zainab
"
